key,id,created,updated,resolution_date,summary,description,status,status_category,issue_type,priority,assignee,reporter,project_key,project_name,story_points,epic_link,components,labels,fix_versions
KAFKA-19213,13616707,2025-04-29T15:03:08.000+0000,2025-07-15T00:19:52.000+0000,,Kafka java client ignores default properties,"Using Kafka Java client, when creating a kafka consumer/producer using a properties object with defaults the defaults are ignored.

Not sure if this is an intentional design choice or not but it was a surprise to me.

My expectation was if a KafkaConsumer or KafkaProducer accepts a Properties object it should not ignore the defaults in the Properties object.

 

The culprit seems to be in the propsToMap in the Utils class.

It doesn't use the propertyNames method to get all the keys known to the Properties object.
{code:java}
public static Map<String, Object> propsToMap(Properties properties) {
    Map<String, Object> map = new HashMap<>(properties.size());
    for (Map.Entry<Object, Object> entry : properties.entrySet()) {
        if (entry.getKey() instanceof String) {
            String k = (String) entry.getKey();
            map.put(k, properties.get(k));
        } else {
            throw new ConfigException(entry.getKey().toString(), entry.getValue(), ""Key must be a string."");
        }
    }
    return map;
}
{code}
I was using version 7.6.0-ccs of the kafka client, on the trunk branch the implementation seems different but is subject to the same issue:
{code:java}
   /**
     * Convert a properties to map. All keys in properties must be string type. Otherwise, a ConfigException is thrown.
     * @param properties to be converted
     * @return a map including all elements in properties
     */
    public static Map<String, Object> propsToMap(Properties properties) {
        return castToStringObjectMap(properties);
    }   

 /**
     * Cast a map with arbitrary type keys to be keyed on String.
     * @param inputMap A map with unknown type keys
     * @return A map with the same contents as the input map, but with String keys
     * @throws ConfigException if any key is not a String
     */
    public static Map<String, Object> castToStringObjectMap(Map<?, ?> inputMap) {
        Map<String, Object> map = new HashMap<>(inputMap.size());
        for (Map.Entry<?, ?> entry : inputMap.entrySet()) {
            if (entry.getKey() instanceof String) {
                String k = (String) entry.getKey();
                map.put(k, entry.getValue());
            } else {
                throw new ConfigException(String.valueOf(entry.getKey()), entry.getValue(), ""Key must be a string."");
            }
        }
        return map;
    }{code}
 

A possible suggestion for how to fix the behavior:

 
{code:java}
public static Map<String, Object> propsToMap(Properties properties) {
    final Enumeration<?> enumeration = properties.propertyNames();

    Map<String, Object> props = new HashMap<>();
    while (enumeration.hasMoreElements()) {
        Object key = enumeration.nextElement();
        if (key instanceof String) {
            final String keyString = (String) key;
            props.put(keyString,properties.getProperty(keyString));
        } else {
            throw new ConfigException(String.valueOf(key),properties.get(key), ""Key must be a string."");
        }
    }
    return props;
}
 {code}
Provided a basic test case to demonstrate the issue. See file attachment.

 

 

 ",Open,To Do,Bug,Minor,Evanston Zhou,Pas Filip,KAFKA,Kafka,,,clients,,
KAFKA-19191,13616177,2025-04-23T19:59:30.000+0000,2025-07-09T12:45:18.000+0000,2025-04-24T15:02:19.000+0000,Don't load bootstrap.checkpoint files if the cluster is already bootstrapped,"Clusters bootstrapped with a metadata version that is already deprecated throw the following exception:
{code:java}
java.lang.IllegalArgumentException: No MetadataVersion with metadata version 
        ...
	at org.apache.kafka.metadata.bootstrap.BootstrapMetadata.recordToMetadataVersion(BootstrapMetadata.java:109)
	at org.apache.kafka.metadata.bootstrap.BootstrapMetadata.fromRecords(BootstrapMetadata.java:90)
	at org.apache.kafka.metadata.bootstrap.BootstrapDirectory.readFromBinaryFile(BootstrapDirectory.java:91)
	at org.apache.kafka.metadata.bootstrap.BootstrapDirectory.read(BootstrapDirectory.java:72)
	at kafka.server.KafkaRaftServer$.initializeLogDirs(KafkaRaftServer.scala:206)
	at kafka.server.KafkaRaftServer.<init>(KafkaRaftServer.scala:57)
	at kafka.Kafka$.buildServer(Kafka.scala:68)
	at kafka.Kafka$.main(Kafka.scala:78)
	at kafka.Kafka.main(Kafka.scala) {code}",Resolved,Done,Bug,Blocker,Colin McCabe,José Armando García Sancio,KAFKA,Kafka,,,controller,,4.0.1
KAFKA-19152,13615401,2025-04-15T18:27:54.000+0000,2025-07-02T13:58:01.000+0000,2025-07-01T07:15:08.000+0000,Add top-level documentation for OAuth flows,"From [~omkreddy] on the KIP-1139 discussion thread:

{quote}> 5. We currently lack user-facing documentation for OAuth. As part of the
> implementation, it would be helpful to include:
>     - Example client configurations
>     - A full end-to-end usage guide for the JWT bearer grant flow in Kafka
{quote}",Resolved,Done,Improvement,Major,Kirk True,Kirk True,KAFKA,Kafka,,,"clients,documentation","OAuth2,kip-1139",4.1.0
KAFKA-19130,13615035,2025-04-11T22:46:59.000+0000,2025-07-01T13:33:20.000+0000,2025-07-01T13:33:20.000+0000,Do not add fenced brokers to BrokerRegistrationTracker on startup,"When the controller starts up (or becomes active after being inactive), we add all of the
registered brokers to BrokerRegistrationTracker so that they will not be accidentally fenced the
next time we are looking for a broker to fence. We do this because the state in
BrokerRegistrationTracker is ""soft state"" (it doesn't appear in the metadata log), and the newly
active controller starts off with no soft state. (Its soft state will be populated by the brokers
sending heartbeat requests to it over time.)

In the case of fenced brokers, we are not worried about accidentally fencing the broker due to it
being missing from BrokerRegistrationTracker for a while (it's already fenced). Therefore, it
should be reasonable to just not add fenced brokers to the tracker initially.

One case where this change will have a positive impact is for people running single-node demonstration
clusters in combined KRaft mode. In that case, when the single-node cluster is taken down and
restarted, it currently will have to wait about 9 seconds for the broker to come up and
re-register. With this change, the broker should be able to re-register immediately.

One possible negative impact is that if there is a controller failover, it will open a small window
where a broker with the same ID as a fenced broker could re-register. However, our detection of
duplicate broker IDs is best-effort (and duplicate broker IDs are an administrative mistake), so
this downside seems acceptable.",Resolved,Done,Bug,Minor,Colin McCabe,Colin McCabe,KAFKA,Kafka,,,,,4.1.0
KAFKA-19106,13614546,2025-04-08T10:10:05.000+0000,2025-07-15T03:51:58.000+0000,,Improve Connect SourceTask commit(),,Open,To Do,Improvement,Minor,Sudesh Wasnik,Sudesh Wasnik,KAFKA,Kafka,,,connect,,
KAFKA-19070,13613834,2025-04-01T14:41:38.000+0000,2025-07-15T03:36:10.000+0000,,Adding task number to the user provided client id (via consumer.override.client.id) to ensure each consumer has a unique client ID to avoid metric registration conflicts.,"If user provides client id via ""{*}consumer.override.client.id{*}"", we simply take this value and override the default client id (which is :: {*}""connector-consumer-"" + taskId{*}). This create all the consumers with the same client id which does not lead to failures but cause issues in metric registration and ultimately emitting wrong metrics values.",Open,To Do,Improvement,Minor,,Pritam Kumar,KAFKA,Kafka,,,connect,improvement,4.2.0
KAFKA-19047,13613231,2025-03-27T02:33:36.000+0000,2025-07-02T20:40:53.000+0000,2025-06-30T16:29:11.000+0000,Broker registrations are slow if previously fenced or shutdown,"BrokerLifecycleManager prevents registration of a broker w/ an id it has seen before with a different incarnation id if the broker session expires. On clean shutdown and restart of a broker this can cause an unnecessary delay in re-registration while the quorum controller waits for the session to expire.

```
[BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION
```",Resolved,Done,Bug,Major,Alyssa Huang,Alyssa Huang,KAFKA,Kafka,,,controller,,4.1.0
KAFKA-19039,13613040,2025-03-25T10:02:00.000+0000,2025-07-15T03:51:59.000+0000,,The refresh_collaborators.py script messes .asf.yaml,"When running refresh_collaborators.py it's messing the ""protected_branches"" field in .asf.yaml:


{code:java}
@@ -48,4 +47,4 @@ github:
   # Disable legacy branch protections. We have manual rulesets which protect trunk
   # and our release branches. See INFRA-26603
-  protected_branches: ~
+  protected_branches:
{code}",Patch Available,In Progress,Bug,Major,Siyang He,Mickael Maison,KAFKA,Kafka,,,,,
KAFKA-19014,13612455,2025-03-19T23:24:00.000+0000,2025-07-09T12:46:23.000+0000,2025-04-21T17:28:18.000+0000,Potential race condition in remote-log-reader and remote-log-index-cleaner thread,"A race condition between threads below results in MappedByteBuffer to reference to a deleted file and attempts to read the file are potentially resulting in JVM to crash.

 

Chain of events:

*Thread - 1 remote-log-reader*

1/ Fetches the offsetIndex from the indexCache which internally maps the physical offset index file as MappedByteBuffer.

OffsetIndex offsetIndex = indexCache.getIndexEntry(segmentMetadata).offsetIndex(); ([here|https://github.com/apache/kafka/blob/cf7029c0264fd7f7b15c2e98acc874ec8c3403f2/core/src/main/java/kafka/log/remote/RemoteLogManager.java#L1772])

*Thread - 2 index cache thread*

Entry is marked for cleanup i.e physical offset index file is renamed.

*Thread - 3 remote-log-index-cleaner*

Physical offset index file is deleted.

*Thread - 1 remote-log-reader*

Attempts run binary search on the MappedByteBuffer that is mapped to a non-existent file.

long upperBoundOffset = offsetIndex.fetchUpperBoundOffset(startOffsetPosition, fetchSize).map(position -> position.offset).orElse(segmentMetadata.endOffset() + 1); ([here|https://github.com/apache/kafka/blob/3.8/core/src/main/java/kafka/log/remote/RemoteLogManager.java#L1619])

 

Results in JVM fatal error (SIGSEV) with stack trace:

 
{code:java}
Stack: [0x000072ee9112d000,0x000072ee9122d000],  sp=0x000072ee9122b360,  free space=1016k
Native frames: (J=compiled Java code, j=interpreted, Vv=VM code, C=native code)
J 6483 c2 java.nio.DirectByteBuffer.getInt(I)I java.base@17.0.14 (28 bytes) @ 0x000072f23d2f12f1 [0x000072f23d2f12a0+0x0000000000000051]
j  org.apache.kafka.storage.internals.log.OffsetIndex.relativeOffset(Ljava/nio/ByteBuffer;I)I+5
j  org.apache.kafka.storage.internals.log.OffsetIndex.parseEntry(Ljava/nio/ByteBuffer;I)Lorg/apache/kafka/storage/internals/log/OffsetPosition;+11
j  org.apache.kafka.storage.internals.log.OffsetIndex.parseEntry(Ljava/nio/ByteBuffer;I)Lorg/apache/kafka/storage/internals/log/IndexEntry;+3
j  org.apache.kafka.storage.internals.log.AbstractIndex.binarySearch(Ljava/nio/ByteBuffer;JLorg/apache/kafka/storage/internals/log/IndexSearchType;Lorg/apache/kafka/storage/internals/log/AbstractIndex$SearchResultType;II)I+30
j  org.apache.kafka.storage.internals.log.AbstractIndex.indexSlotRangeFor(Ljava/nio/ByteBuffer;JLorg/apache/kafka/storage/internals/log/IndexSearchType;Lorg/apache/kafka/storage/internals/log/AbstractIndex$SearchResultType;)I+126
j  org.apache.kafka.storage.internals.log.AbstractIndex.smallestUpperBoundSlotFor(Ljava/nio/ByteBuffer;JLorg/apache/kafka/storage/internals/log/IndexSearchType;)I+8
 {code}
 

 

As per MappedByteBuffer documentation ([here|https://devdocs.io/openjdk~17/java.base/java/nio/mappedbytebuffer]):

All or part of a mapped byte buffer may become inaccessible at any time, for example if the mapped file is truncated. An attempt to access an inaccessible region of a mapped byte buffer will not change the buffer's content and will cause an unspecified exception to be thrown either at the time of the access or at some later time. It is therefore strongly recommended that appropriate precautions be taken to avoid the manipulation of a mapped file by this program, or by a concurrently running program, except to read or write the file's content.",Resolved,Done,Bug,Major,Kamal Chandraprakash,Hasil Sharma,KAFKA,Kafka,,,,tiered-storage,
KAFKA-19012,13612360,2025-03-19T12:53:13.000+0000,2025-07-10T19:47:01.000+0000,,Messages ending up on the wrong topic,"We're experiencing messages very occasionally ending up on a different topic than what they were published to. That is, we publish a message to topicA and consumers of topicB see it and fail to parse it because the message contents are meant for topicA. This has happened for various topics. 

We've begun adding a header with the intended topic (which we get just by reading the topic from the record that we're about to pass to the OSS client) right before we call producer.send, this header shows the correct topic (which also matches up with the message contents itself). Similarly we're able to use this header and compare it to the actual topic to prevent consuming these misrouted messages, but this is still concerning.

Some details:
 - This happens rarely: it happened approximately once per 10 trillion messages for a few months, though there was a period of a week or so where it happened more frequently (once per 1 trillion messages or so)
 - It often happens in a small burst, eg 2 or 3 messages very close in time (but from different hosts) will be misrouted
 - It often but not always coincides with some sort of event in the cluster (a broker restarting or being replaced, network issues causing errors, etc). Also these cluster events happen quite often with no misrouted messages
 - We run many clusters, it has happened for several of them
 - There is no pattern between intended and actual topic, other than the intended topic tends to be higher volume ones (but I'd attribute that to there being more messages published -> more occurrences affecting it rather than it being more likely per-message)
 - It only occurs with clients that are using a non-zero linger
 - Once it happened with two sequential messages, both were intended for topicA but both ended up on topicB, published by the same host (presumably within the same linger batch)
 - Most of our clients are 3.2.3 and it has only affected those, most of our brokers are 3.2.3 but it has also happened with a cluster that's running 3.8.1 (but I suspect a client rather than broker problem because of it never happening with clients that use 0 linger)",In Progress,In Progress,Bug,Blocker,Kirk True,Donny Nadolny,KAFKA,Kafka,,,"clients,producer ",,
KAFKA-18982,13611758,2025-03-13T18:23:18.000+0000,2025-07-01T03:52:03.000+0000,,Allow ClusterTests to ignore specific thread leaks,"When testing plug-in components to Kafka, such as a custom metric reporter, 
it is very useful to reuse the ClusterTest extension to write integration tests that spin Kafka instances under junit.

However the plugins may create additional Threads that should be tolerated rather than being shown as a failure due to a Thread leak . 

For example, testing the Prometheus Java libraries and hooking the registry to report also JVM metrics, I encountered a thread being created due to a GC event.

{color:#1d1c1d}java.lang.Thread.<init>(Thread.java:715) at java.lang.Thread.<init>(Thread.java:500) at io.prometheus.metrics.core.util.Scheduler$DaemonThreadFactory.newThread(Scheduler.java:19) at
... 
io.prometheus.metrics.instrumentation.jvm.JvmMemoryPoolAllocationMetrics$AllocationCountingNotificationListener.handleNotification(JvmMemoryPoolAllocationMetrics.java:97) at sun.management.NotificationEmitterSupport.sendNotification(NotificationEmitterSupport.java:155) at com.sun.management.internal.GarbageCollectorExtImpl.createGCNotification(GarbageCollectorExtImpl.java:115){color}

 

I would like to annotate my custom ClusterTest as not to fail because of a thread leak in such cases.

 ",Patch Available,In Progress,Improvement,Minor,Edoardo Comar,Edoardo Comar,KAFKA,Kafka,,,unit tests,,
KAFKA-18977,13611666,2025-03-13T06:12:34.000+0000,2025-07-07T17:55:47.000+0000,2025-07-07T17:55:47.000+0000,Fix flaky streams_smoke_test,"
{code:java}
RemoteCommandError({'ssh_config': {'host': 'worker21', 'hostname': '10.140.61.216', 'user': 'ubuntu', 'port': 22, 'password': None, 'identityfile': '/home/semaphore/kafka-overlay/semaphore-muckrake.pem', 'connecttimeout': None}, 'hostname': 'worker21', 'ssh_hostname': '10.140.61.216', 'user': 'ubuntu', 'externally_routable_ip': '10.140.61.216', '_logger': <Logger kafkatest.tests.streams.streams_smoke_test.StreamsSmokeTest.test_streams.processing_guarantee=at_least_once.crash=True.metadata_quorum=COMBINED_KRAFT-905 (DEBUG)>, 'os': 'linux', '_ssh_client': <paramiko.client.SSHClient object at 0x7f92b7365040>, '_sftp_client': <paramiko.sftp_client.SFTPClient object at 0x7f92b758aa60>, '_custom_ssh_exception_checks': None}, 'grep SUCCESS /mnt/streams/streams.stdout', 1, b'')
Traceback (most recent call last):
  File ""/home/semaphore/kafka-overlay/kafka/venv/lib/python3.8/site-packages/ducktape/tests/runner_client.py"", line 351, in _do_run
    data = self.run_test()
  File ""/home/semaphore/kafka-overlay/kafka/venv/lib/python3.8/site-packages/ducktape/tests/runner_client.py"", line 411, in run_test
    return self.test_context.function(self.test)
  File ""/home/semaphore/kafka-overlay/kafka/venv/lib/python3.8/site-packages/ducktape/mark/_mark.py"", line 438, in wrapper
    return functools.partial(f, *args, **kwargs)(*w_args, **w_kwargs)
  File ""/home/semaphore/kafka-overlay/kafka/tests/kafkatest/tests/streams/streams_smoke_test.py"", line 110, in test_streams
    self.driver.node.account.ssh(""grep SUCCESS %s"" % self.driver.STDOUT_FILE, allow_fail=False)
  File ""/home/semaphore/kafka-overlay/kafka/venv/lib/python3.8/site-packages/ducktape/cluster/remoteaccount.py"", line 35, in wrapper
    return method(self, *args, **kwargs)
  File ""/home/semaphore/kafka-overlay/kafka/venv/lib/python3.8/site-packages/ducktape/cluster/remoteaccount.py"", line 310, in ssh
    raise RemoteCommandError(self, cmd, exit_status, stderr.read())
ducktape.cluster.remoteaccount.RemoteCommandError: ubuntu@worker21: Command 'grep SUCCESS /mnt/streams/streams.stdout' returned non-zero exit status 1.

{code}
",Resolved,Done,Improvement,Major,Chia-Ping Tsai,Chia-Ping Tsai,KAFKA,Kafka,,,"streams,system tests",,
KAFKA-18943,13611104,2025-03-07T23:27:45.000+0000,2025-07-03T04:01:20.000+0000,2025-03-13T23:58:53.000+0000,Kafka Streams incorrectly commits TX during task revokation,"We found a very rare edge case in Kafka Streams commit logic, that may lead to duplicates for EOSv2 under certain circumstances.

Background:

When tasks are revoked cleanly, we need to commit the progress the revoked tasks made before we can release them. For EOSv2, if we commit, a thread always needs to commit all tasks it owns. Thus, during revocation, if a single revoked tasks did make progress, we need to include all non-revoked task in the commit.

To avoid unnecessary commits (which are expensive), we have an optimization in place, that is supposed to skip the commit, if no revoked task did make progress (ie, for revoked tasks w/o progress, we can release them safely w/o the need to commit, and if all tasks can be revoked w/o a commit, we don't commit at all).

This optimization has a bug, and may commit an open TX, even if no revoked task did make progress, and because the commit is done accidentally, we do not add offsets to the TX. Thus, we may commit result data of non-revoked tasks, w/o including the non-revoked tasks advanced offsets.

If this happens, and an fatal error happens right afterwards (ie before a consecutive commit for the same non-revoked tasks was done, which would mask the error by commit the correct offsets with the consecutive TX), we would seek to an incorrect (too old) offset after recovery, and re-process the same input data a second time, producing duplicate results.

These issue results in duplicates if the following conditions are all met at the same time:
 * a thread has more than one task assigned
 * when tasks are revoked, at least one task is not revoked
 * all revoked tasks did not make any progress (or to rephrase: no revoked task did make progress)
 * at least one non-revoked task did make progress
 * after the incorrect commit, and before the next successful commit, a fatal error happen, triggering a rebalance, task re-assignment and a ""fetch offsets"" happen after the rebalance

The bug was introduced via https://issues.apache.org/jira/browse/KAFKA-14294 in 3.4.0 release.

Looking into the details, it actually seems that there is some other issue, that KAFKA-14294 did not address: KAFKA-14294 attempts to commit tasks after output was produced by a punctuation, even if offsets did not advance. However, it does apply this logic only for regular commits, but for the task-revoked-case, we don't commit. Thus, if a revoked task did not advance offsets, but did produce output data, no commit happens (while it seems we should commit the open TX for this case, too; this might even apply to the ALOS case, too).

Thus, there is two possible fixes.
 # Try to identify all corner case and patch it up
 # Drop the optimization and just commit all tasks on `TaskManager#handleRevocation()`",Resolved,Done,Bug,Blocker,Matthias J. Sax,Matthias J. Sax,KAFKA,Kafka,,,streams,,"3.9.1,4.0.0"
KAFKA-18874,13609910,2025-02-26T16:29:11.000+0000,2025-07-15T03:51:55.000+0000,,KRaft controller does not retry registration if the first attempt times out,"There is a [retry mechanism|https://github.com/apache/kafka/blob/3.9.0/core/src/main/scala/kafka/server/ControllerRegistrationManager.scala#L274] with exponential backoff built-in in KRaft controller registration. The timeout of the first attempt is 5 s for KRaft controllers ([code|https://github.com/apache/kafka/blob/3.9.0/core/src/main/scala/kafka/server/ControllerServer.scala#L448]) which is not configurable.

If for some reason the controller's first registration request times out, the attempt should be retried but in practice this does not happen and the controller is not able to join the quorum. We see the following in the faulty controller's log:
{noformat}
2025-02-21 13:31:46,606 INFO [ControllerRegistrationManager id=3 incarnation=mEzjHheAQ_eDWejAFquGiw] sendControllerRegistration: attempting to send ControllerRegistrationRequestData(controllerId=3, incarnationId=mEzjHheAQ_eDWejAFquGiw, zkMigrationReady=true, listeners=[Listener(name='CONTROLPLANE-9090', host='kraft-rollback-kafka-controller-pool-3.kraft-rollback-kafka-kafka-brokers.csm-op-test-kraft-rollback-631e64ac.svc', port=9090, securityProtocol=1)], features=[Feature(name='kraft.version', minSupportedVersion=0, maxSupportedVersion=1), Feature(name='metadata.version', minSupportedVersion=1, maxSupportedVersion=21)]) (kafka.server.ControllerRegistrationManager) [controller-3-registration-manager-event-handler]
...
2025-02-21 13:31:51,627 ERROR [ControllerRegistrationManager id=3 incarnation=mEzjHheAQ_eDWejAFquGiw] RegistrationResponseHandler: channel manager timed out before sending the request. (kafka.server.ControllerRegistrationManager) [controller-3-to-controller-registration-channel-manager]
2025-02-21 13:31:51,726 INFO [ControllerRegistrationManager id=3 incarnation=mEzjHheAQ_eDWejAFquGiw] maybeSendControllerRegistration: waiting for the previous RPC to complete. (kafka.server.ControllerRegistrationManager) [controller-3-registration-manager-event-handler]
{noformat}
After this we can not see any controller retry in the log.",Open,To Do,Bug,Minor,,Daniel Fonai,KAFKA,Kafka,,,controller,,
KAFKA-18524,13604923,2025-01-14T20:51:20.000+0000,2025-07-09T12:46:58.000+0000,2025-02-18T16:29:21.000+0000,Fix flaky RemoteIndexCacheTest#testCorrectnessForCacheAndIndexFilesWhenResizeCache,org.opentest4j.AssertionFailedError: Failed to mark evicted cache entry for cleanup after resizing cache. at app//org.junit.jupiter.api.AssertionUtils.fail(AssertionUtils.java:38) at app//org.junit.jupiter.api.Assertions.fail(Assertions.java:138) at app//kafka.log.remote.RemoteIndexCacheTest.verifyEntryIsEvicted$1(RemoteIndexCacheTest.scala:560) at app//kafka.log.remote.RemoteIndexCacheTest.testCorrectnessForCacheAndIndexFilesWhenResizeCache(RemoteIndexCacheTest.scala:625) at java.base@17.0.13/java.lang.reflect.Method.invoke(Method.java:569) at java.base@17.0.13/java.util.ArrayList.forEach(ArrayList.java:1511) at java.base@17.0.13/java.util.ArrayList.forEach(ArrayList.java:1511),Resolved,Done,Bug,Major,Chia-Ping Tsai,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-18379,13603450,2024-12-30T19:20:53.000+0000,2025-07-10T03:33:02.000+0000,,Enforce resigned cannot transition to any other state in same epoch,,Open,To Do,Improvement,Major,TengYao Chi,Alyssa Huang,KAFKA,Kafka,,,,,
KAFKA-18297,13602519,2024-12-18T06:46:45.000+0000,2025-07-09T12:47:09.000+0000,2025-02-13T23:34:10.000+0000,Fix flaky PlaintextAdminIntegrationTest.testConsumerGroups,,Resolved,Done,Bug,Major,Yu-Lin Chen,Chia-Ping Tsai,KAFKA,Kafka,,,"clients,consumer","flaky-test,integration-test,kip-848-client-support",
KAFKA-18201,13601607,2024-12-10T20:40:14.000+0000,2025-07-14T03:54:13.000+0000,,testGroupMetadataMessageFormatter fails for new consumer protocol,"This fails when the new protocol/consumer are used, with java.lang.NullPointerException: Cannot invoke ""com.fasterxml.jackson.databind.JsonNode.get(String)"" because ""keyNode"" is null

Not sure if it's a bug that needs fixing or if the test needs to be updated to successfully run with group.protocol=CONSUMER",In Progress,In Progress,Bug,Major,PoAn Yang,Lianet Magrans,KAFKA,Kafka,,,,,
KAFKA-18157,13600890,2024-12-04T14:50:27.000+0000,2025-07-08T07:13:27.000+0000,,Consider UnsupportedVersionException child class to represent the case of unsupported fields,"[https://github.com/apache/kafka/pull/17989#discussion_r1869333289] 

 

Adding more pointers, I expect that when the Unsupported exceptions is due to fields validation it comes from building the request on [https://github.com/apache/kafka/blob/f60382bf21601b1c6708d094fadb13de59a77278/clients/src/main/java/org/apache/kafka/clients/NetworkClient.java#L582] , vs when it happens because the API is not supported, it should be detected when checking the usable version on [https://github.com/apache/kafka/blob/81447c7c9543d56e2fce76b861d3918d4cac6a2a/clients/src/main/java/org/apache/kafka/clients/NodeApiVersions.java#L155] ",Open,To Do,Improvement,Minor,TengYao Chi,Lianet Magrans,KAFKA,Kafka,,,clients,,
KAFKA-18149,13600765,2024-12-03T18:16:11.000+0000,2025-07-02T20:54:46.000+0000,,Docs improvement for 3.9,"Docs should
 * point to correct location for sample controller configs (e.g. config/kraft/controller.properties)
 * be specific that --command-config for add-controller needs to point to the to-be-added controller's config
 * be specific that `controller.quorum.bootstrap.servers` in the to-be-added controllers config needs to contain a controller in the quorum
 * alternatively, release should just contain a second copy of controller configs that will work for the reconfig example",In Progress,In Progress,Improvement,Minor,PoAn Yang,Alyssa Huang,KAFKA,Kafka,,,,,
KAFKA-18120,13600375,2024-11-29T09:20:28.000+0000,2025-07-09T12:49:39.000+0000,2025-07-09T12:49:27.000+0000,KIP-891: Support for multiple versions of connect plugins.,"Jira to track implementation of KIP-891 [KIP-891: Running multiple versions of Connector plugins - Apache Kafka - Apache Software Foundation|https://cwiki.apache.org/confluence/display/KAFKA/KIP-891%3A+Running+multiple+versions+of+Connector+plugins]

 ",Resolved,Done,New Feature,Major,Snehashis Pal,Snehashis Pal,KAFKA,Kafka,,,connect,,4.1.0
KAFKA-18105,13600222,2024-11-27T19:02:24.000+0000,2025-07-13T09:34:01.000+0000,,Fix flaky PlaintextAdminIntegrationTest#testElectPreferredLeaders,org.opentest4j.AssertionFailedError: Timed out waiting for leader to become Some(0). Last metadata lookup returned leader = Some(1) ==> expected: <true> but was: <false>,Open,To Do,Bug,Major,Chang Chi Hsu,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-17715,13594561,2024-10-07T23:13:14.000+0000,2025-07-09T09:08:01.000+0000,,Remove `force_use_zk_connection` from e2e,"Since no E2E tests are using the argument, we should remove it.",Open,To Do,Bug,Major,Ming-Yen Chung,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-17601,13593099,2024-09-24T14:05:30.000+0000,2025-07-10T00:34:32.000+0000,,Inter-broker connections do not expose their clientSoftwareName and clientSoftwareVersion tags,"[KIP-511|[https://cwiki.apache.org/confluence/display/KAFKA/KIP-511%3A+Collect+and+Expose+Client%27s+Name+and+Version+in+the+Brokers]] made it possible to see what library versions are used by the Kafka clients.

When Kafka brokers are connecting to other brokers this information is not properly populated, we see the ""unknown"" value instead for both `ClientSoftwareName` and `ClientSoftwareVersion`.",In Progress,In Progress,Bug,Minor,PoAn Yang,Tamas Kornai,KAFKA,Kafka,,,,,
KAFKA-17444,13590512,2024-08-30T02:33:44.000+0000,2025-07-13T03:52:12.000+0000,,High memory allocation rate for FetchSession.update ,"!image-2024-08-30-10-34-33-011.png|width=757,height=241!

when single node 7w fetch qps, 1000+ consumer fetch connection the touch compare logic will consume a lot memory allocate 8%.",Open,To Do,Improvement,Major,,jinlong wang,KAFKA,Kafka,,,core,,
KAFKA-17019,13583476,2024-06-21T18:54:17.000+0000,2025-07-15T13:14:29.000+0000,,Producer TimeoutException should include root cause,"With KAFKA-16965 we added a ""root cause"" to some `TimeoutException` thrown by the producer. However, it's only a partial solution to address a specific issue.

We should consider to add the ""root cause"" for _all_ `TimeoutException` cases and unify/cleanup the code to get an holistic solution to the problem.",Open,To Do,Improvement,Major,sanghyeok An,Matthias J. Sax,KAFKA,Kafka,,,"clients,producer ",,
KAFKA-17014,13583405,2024-06-21T05:52:52.000+0000,2025-07-13T03:52:19.000+0000,,ScramFormatter should not use String for password.,"Since String is immutable, there are no easy ways to erase a String password after use.  It is a security concern so we should not use String for passwords.  See also  https://stackoverflow.com/questions/8881291/why-is-char-preferred-over-string-for-passwords",Open,To Do,Improvement,Major,Mingdao Yang,Tsz-wo Sze,KAFKA,Kafka,,,security,,
KAFKA-16947,13582462,2024-06-13T00:15:17.000+0000,2025-07-07T15:57:23.000+0000,,Kafka Tiered Storage V2,,Open,To Do,Improvement,Major,Satish Duggana,Satish Duggana,KAFKA,Kafka,,,,KIP-405,
KAFKA-16913,13581904,2024-06-07T08:15:03.000+0000,2025-07-03T04:53:12.000+0000,,Support external schemas in JSONConverter, KIP-1054: Support external schemas in JSONConverter : https://cwiki.apache.org/confluence/display/KAFKA/KIP-1054%3A+Support+external+schemas+in+JSONConverter,Patch Available,In Progress,Improvement,Minor,Priyanka K U,Priyanka K U,KAFKA,Kafka,,,connect,,
