key,id,created,updated,resolution_date,summary,description,status,status_category,issue_type,priority,assignee,reporter,project_key,project_name,story_points,epic_link,components,labels,fix_versions
KAFKA-19276,13617942,2025-05-13T09:19:10.000+0000,2025-07-09T09:43:58.000+0000,,Trigger rebalance when assignment related configurations are updated,"In KIP-1071, there are configurations that affect the assignment, and that can be configured dynamically. Those are:
 * streams.num.standby.replicas
 * streams.assignor.name
 * streams.num.warmup.replicas
 * streams.acceptable.recovery.lag

However, only the first one is currently implemented.

We should implement a generic mechanism to trigger a rebalance on the next heartbeat into a streams group, when any of the above group-level configurations have been changed.

 

Triggering a rebalance would mean setting the `bumpGroupEpoch` flag here: [https://github.com/apache/kafka/blob/trunk/group-coordinator/src/main/java/org/apache/kafka/coordinator/group/GroupMetadataManager.java#L1933]

 

Detecting a group config change would probably happen here:

[https://github.com/apache/kafka/blob/trunk/group-coordinator/src/main/java/org/apache/kafka/coordinator/group/GroupConfigManager.java#L58]

 ",In Progress,In Progress,Sub-task,Major,Uladzislau Blok,Lucas Brutschy,KAFKA,Kafka,,,streams,,
KAFKA-19259,13617707,2025-05-09T20:25:34.000+0000,2025-07-10T00:10:14.000+0000,,Async consumer fetch intermittent delays on console consumer,"We noticed that fetching with the kafka-console-consumer.sh tool using the new consumer shows some intermittent delays, that are not seen when running the same with the classic consumer. Note that I disabled auto-commit to isolate the delay, and from a first look seems to come from the fetchBuffer.awaitNonEmpty logic, that alternatively takes almost the full poll timeout (runs ""fast"", then ""slow"", and continues to alternate)

[https://github.com/apache/kafka/blob/0b81d6c7802c1be55dc823ce51729f2c6a6071a7/clients/src/main/java/org/apache/kafka/clients/consumer/internals/AsyncKafkaConsumer.java#L1808]  

The difference in behaviour between the 2 consumers can be seen with this setup:
 * topic with 6 partitions (I tried with 1 partition first and didn't see the delay, then with 3 and 6 I could see it) 
 * data populated in topic with producer sending generated uuids to the topic in while loop 
 * run console consumer (asycn) no commit:

bin/kafka-console-consumer.sh --topic t1 --bootstrap-server localhost:9092 --consumer-property group.protocol=consumer --group cg1 --consumer-property enable.auto.commit=false
Here we can notice the pattern that looks like batches, and custom logs on the awaitNonEmpty show it take the full poll timeout on alternate poll iterations.

 * run same but for classic consumer (consumer-property group.protocol=classic) -> not such pattern of intermittent delays

Produce continuously (I used this) 
while sleep 1; do echo $(uuidgen); done | bin/kafka-console-producer.sh --bootstrap-server localhost:9092 --topic t1

This needs more investigation to fully understand if it's indeed something in the fetch path or something else) ",Open,To Do,Bug,Major,Arpit Goyal,Lianet Magrans,KAFKA,Kafka,,,"clients,consumer",consumer-threading-refactor,4.2.0
KAFKA-19254,13617477,2025-05-07T20:15:16.000+0000,2025-07-14T20:28:30.000+0000,2025-07-14T20:28:30.000+0000,Add generic feature level metric,KIP link: https://cwiki.apache.org/confluence/display/KAFKA/KIP-1180%3A+Add+a+generic+feature+level+metric,Resolved,Done,New Feature,Major,Kevin Wu,Kevin Wu,KAFKA,Kafka,,,,,4.2.0
KAFKA-19248,13617319,2025-05-06T17:59:22.000+0000,2025-07-09T12:49:07.000+0000,2025-07-09T12:48:55.000+0000,Plugins Test for Multiversioning in Kafka Connect,Add tests for plugin level isolation for Kafka connect (KIP-891).,Resolved,Done,Improvement,Major,,Snehashis Pal,KAFKA,Kafka,,,connect,,4.1.0
KAFKA-19244,13617187,2025-05-05T23:18:17.000+0000,2025-07-12T16:54:51.000+0000,2025-07-01T05:11:24.000+0000,"Add support for kafka-streams-groups.sh options beyond list/describe group (delete group, offset-related APIs)","Implement the followings:
 * modify offsets: supports (-{-}execute, -{-}dry-run, {{{}-export{}}})

 * 
 ** {{--reset-offsets --input-topics <String: topics> --shift-by Long}}

 * 
 ** {{--reset-offsets --input-topics <String: topics> --to-offset Long}}

 * 
 ** {{--reset-offsets --input-topics <String: topics> -to-latest}}

 * 
 ** {{--reset-offsets --input-topics <String: topics> -to-earliest}}

 * 
 ** {{--reset-offsets --all-input-topics --shift-by Long}}

 * 
 ** {{--reset-offsets --all-input-topics --to-offset Long}}

 * 
 ** {{--reset-offsets --all-input-topics -to-latest}}

 * 
 ** {{--reset-offsets --all-input-topics -to-earliest}}

 * 
 ** {{--reset-offsets --all-input-topics -to-earliest}}

 * 
 ** {{--reset-offsets --from-file String:fileName}}

 * 
 ** {{--reset-offsets --input-topics <String: topics> --by-duration String: duration}}

 * 
 ** {{--reset-offsets --all-input-topics --by-duration String: duration}}

 * 
 ** {{--reset-offsets --input-topics <String: topics> --to-datetime String: datetime}}

 * 
 ** {{--reset-offsets --all-input-topics --to-datetime String: datetime}}

 * 
 ** {{--reset-offsets --input-topics <String: topics> -to-current}}

 * 
 ** {{--reset-offsets --all-input-topics -to-current}}

 * delete offsets:

 * 
 ** {{--delete-offsets --all-input-topics}}

 * 
 ** {{--delete-offsets --input-topics <String: topics>}}

 * 
 ** {{--delete-offsets --from-file String:fileName}}

 * delete internal topics:

 * 
 ** {{--delete --internal-topics}}

 * delete groups:

 * 
 ** {{--delete --group}}",Resolved,Done,Sub-task,Major,Alieh Saeedi,Alieh Saeedi,KAFKA,Kafka,,,,,
KAFKA-19213,13616707,2025-04-29T15:03:08.000+0000,2025-07-15T00:19:52.000+0000,,Kafka java client ignores default properties,"Using Kafka Java client, when creating a kafka consumer/producer using a properties object with defaults the defaults are ignored.

Not sure if this is an intentional design choice or not but it was a surprise to me.

My expectation was if a KafkaConsumer or KafkaProducer accepts a Properties object it should not ignore the defaults in the Properties object.

 

The culprit seems to be in the propsToMap in the Utils class.

It doesn't use the propertyNames method to get all the keys known to the Properties object.
{code:java}
public static Map<String, Object> propsToMap(Properties properties) {
    Map<String, Object> map = new HashMap<>(properties.size());
    for (Map.Entry<Object, Object> entry : properties.entrySet()) {
        if (entry.getKey() instanceof String) {
            String k = (String) entry.getKey();
            map.put(k, properties.get(k));
        } else {
            throw new ConfigException(entry.getKey().toString(), entry.getValue(), ""Key must be a string."");
        }
    }
    return map;
}
{code}
I was using version 7.6.0-ccs of the kafka client, on the trunk branch the implementation seems different but is subject to the same issue:
{code:java}
   /**
     * Convert a properties to map. All keys in properties must be string type. Otherwise, a ConfigException is thrown.
     * @param properties to be converted
     * @return a map including all elements in properties
     */
    public static Map<String, Object> propsToMap(Properties properties) {
        return castToStringObjectMap(properties);
    }   

 /**
     * Cast a map with arbitrary type keys to be keyed on String.
     * @param inputMap A map with unknown type keys
     * @return A map with the same contents as the input map, but with String keys
     * @throws ConfigException if any key is not a String
     */
    public static Map<String, Object> castToStringObjectMap(Map<?, ?> inputMap) {
        Map<String, Object> map = new HashMap<>(inputMap.size());
        for (Map.Entry<?, ?> entry : inputMap.entrySet()) {
            if (entry.getKey() instanceof String) {
                String k = (String) entry.getKey();
                map.put(k, entry.getValue());
            } else {
                throw new ConfigException(String.valueOf(entry.getKey()), entry.getValue(), ""Key must be a string."");
            }
        }
        return map;
    }{code}
 

A possible suggestion for how to fix the behavior:

 
{code:java}
public static Map<String, Object> propsToMap(Properties properties) {
    final Enumeration<?> enumeration = properties.propertyNames();

    Map<String, Object> props = new HashMap<>();
    while (enumeration.hasMoreElements()) {
        Object key = enumeration.nextElement();
        if (key instanceof String) {
            final String keyString = (String) key;
            props.put(keyString,properties.getProperty(keyString));
        } else {
            throw new ConfigException(String.valueOf(key),properties.get(key), ""Key must be a string."");
        }
    }
    return props;
}
 {code}
Provided a basic test case to demonstrate the issue. See file attachment.

 

 

 ",Open,To Do,Bug,Minor,Evanston Zhou,Pas Filip,KAFKA,Kafka,,,clients,,
KAFKA-19191,13616177,2025-04-23T19:59:30.000+0000,2025-07-09T12:45:18.000+0000,2025-04-24T15:02:19.000+0000,Don't load bootstrap.checkpoint files if the cluster is already bootstrapped,"Clusters bootstrapped with a metadata version that is already deprecated throw the following exception:
{code:java}
java.lang.IllegalArgumentException: No MetadataVersion with metadata version 
        ...
	at org.apache.kafka.metadata.bootstrap.BootstrapMetadata.recordToMetadataVersion(BootstrapMetadata.java:109)
	at org.apache.kafka.metadata.bootstrap.BootstrapMetadata.fromRecords(BootstrapMetadata.java:90)
	at org.apache.kafka.metadata.bootstrap.BootstrapDirectory.readFromBinaryFile(BootstrapDirectory.java:91)
	at org.apache.kafka.metadata.bootstrap.BootstrapDirectory.read(BootstrapDirectory.java:72)
	at kafka.server.KafkaRaftServer$.initializeLogDirs(KafkaRaftServer.scala:206)
	at kafka.server.KafkaRaftServer.<init>(KafkaRaftServer.scala:57)
	at kafka.Kafka$.buildServer(Kafka.scala:68)
	at kafka.Kafka$.main(Kafka.scala:78)
	at kafka.Kafka.main(Kafka.scala) {code}",Resolved,Done,Bug,Blocker,Colin McCabe,José Armando García Sancio,KAFKA,Kafka,,,controller,,4.0.1
KAFKA-19184,13615924,2025-04-21T16:27:50.000+0000,2025-07-09T09:23:44.000+0000,2025-07-09T09:22:50.000+0000,Document kraft version upgrade,"Add specific documentation for how to upgrade from kraft version 0 to 1. Needs to include:
 # Configuration changes before the upgrade
 # Upgrade command
 # Configuration changes after the upgrade",Resolved,Done,Sub-task,Major,José Armando García Sancio,José Armando García Sancio,KAFKA,Kafka,,,"docs,kraft",,4.1.0
KAFKA-19132,13615054,2025-04-12T07:32:57.000+0000,2025-07-11T21:42:36.000+0000,,Move FetchSession and related classes to server module,https://github.com/apache/kafka/blob/trunk/core/src/main/scala/kafka/server/FetchSession.scala,Patch Available,In Progress,Sub-task,Minor,Dmitry Werner,Dmitry Werner,KAFKA,Kafka,,,,,
KAFKA-19106,13614546,2025-04-08T10:10:05.000+0000,2025-07-15T03:51:58.000+0000,,Improve Connect SourceTask commit(),,Open,To Do,Improvement,Minor,Sudesh Wasnik,Sudesh Wasnik,KAFKA,Kafka,,,connect,,
KAFKA-19083,13614146,2025-04-04T03:38:41.000+0000,2025-07-14T08:35:05.000+0000,,Fix flaky MetricsDuringTopicCreationDeletionTest. testMetricsDuringTopicCreateDelete(String).quorum=kraft,"This test flaky on CI
[https://github.com/apache/kafka/actions/runs/14254634419/job/39956582918]

 ",Open,To Do,Test,Minor,,黃竣陽,KAFKA,Kafka,,,,,
KAFKA-19081,13614089,2025-04-03T13:09:43.000+0000,2025-07-09T12:45:51.000+0000,2025-04-24T21:27:32.000+0000,Share session capacity and eviction,"The share session cache currently operates in a similar manner to the fetch session cache. However, the eviction behaviour is not appropriate for share sessions.",Resolved,Done,Sub-task,Major,Andrew Schofield,Andrew Schofield,KAFKA,Kafka,,,,,
KAFKA-19070,13613834,2025-04-01T14:41:38.000+0000,2025-07-15T03:36:10.000+0000,,Adding task number to the user provided client id (via consumer.override.client.id) to ensure each consumer has a unique client ID to avoid metric registration conflicts.,"If user provides client id via ""{*}consumer.override.client.id{*}"", we simply take this value and override the default client id (which is :: {*}""connector-consumer-"" + taskId{*}). This create all the consumers with the same client id which does not lead to failures but cause issues in metric registration and ultimately emitting wrong metrics values.",Open,To Do,Improvement,Minor,,Pritam Kumar,KAFKA,Kafka,,,connect,improvement,4.2.0
KAFKA-19039,13613040,2025-03-25T10:02:00.000+0000,2025-07-15T03:51:59.000+0000,,The refresh_collaborators.py script messes .asf.yaml,"When running refresh_collaborators.py it's messing the ""protected_branches"" field in .asf.yaml:


{code:java}
@@ -48,4 +47,4 @@ github:
   # Disable legacy branch protections. We have manual rulesets which protect trunk
   # and our release branches. See INFRA-26603
-  protected_branches: ~
+  protected_branches:
{code}",Patch Available,In Progress,Bug,Major,Siyang He,Mickael Maison,KAFKA,Kafka,,,,,
KAFKA-19014,13612455,2025-03-19T23:24:00.000+0000,2025-07-09T12:46:23.000+0000,2025-04-21T17:28:18.000+0000,Potential race condition in remote-log-reader and remote-log-index-cleaner thread,"A race condition between threads below results in MappedByteBuffer to reference to a deleted file and attempts to read the file are potentially resulting in JVM to crash.

 

Chain of events:

*Thread - 1 remote-log-reader*

1/ Fetches the offsetIndex from the indexCache which internally maps the physical offset index file as MappedByteBuffer.

OffsetIndex offsetIndex = indexCache.getIndexEntry(segmentMetadata).offsetIndex(); ([here|https://github.com/apache/kafka/blob/cf7029c0264fd7f7b15c2e98acc874ec8c3403f2/core/src/main/java/kafka/log/remote/RemoteLogManager.java#L1772])

*Thread - 2 index cache thread*

Entry is marked for cleanup i.e physical offset index file is renamed.

*Thread - 3 remote-log-index-cleaner*

Physical offset index file is deleted.

*Thread - 1 remote-log-reader*

Attempts run binary search on the MappedByteBuffer that is mapped to a non-existent file.

long upperBoundOffset = offsetIndex.fetchUpperBoundOffset(startOffsetPosition, fetchSize).map(position -> position.offset).orElse(segmentMetadata.endOffset() + 1); ([here|https://github.com/apache/kafka/blob/3.8/core/src/main/java/kafka/log/remote/RemoteLogManager.java#L1619])

 

Results in JVM fatal error (SIGSEV) with stack trace:

 
{code:java}
Stack: [0x000072ee9112d000,0x000072ee9122d000],  sp=0x000072ee9122b360,  free space=1016k
Native frames: (J=compiled Java code, j=interpreted, Vv=VM code, C=native code)
J 6483 c2 java.nio.DirectByteBuffer.getInt(I)I java.base@17.0.14 (28 bytes) @ 0x000072f23d2f12f1 [0x000072f23d2f12a0+0x0000000000000051]
j  org.apache.kafka.storage.internals.log.OffsetIndex.relativeOffset(Ljava/nio/ByteBuffer;I)I+5
j  org.apache.kafka.storage.internals.log.OffsetIndex.parseEntry(Ljava/nio/ByteBuffer;I)Lorg/apache/kafka/storage/internals/log/OffsetPosition;+11
j  org.apache.kafka.storage.internals.log.OffsetIndex.parseEntry(Ljava/nio/ByteBuffer;I)Lorg/apache/kafka/storage/internals/log/IndexEntry;+3
j  org.apache.kafka.storage.internals.log.AbstractIndex.binarySearch(Ljava/nio/ByteBuffer;JLorg/apache/kafka/storage/internals/log/IndexSearchType;Lorg/apache/kafka/storage/internals/log/AbstractIndex$SearchResultType;II)I+30
j  org.apache.kafka.storage.internals.log.AbstractIndex.indexSlotRangeFor(Ljava/nio/ByteBuffer;JLorg/apache/kafka/storage/internals/log/IndexSearchType;Lorg/apache/kafka/storage/internals/log/AbstractIndex$SearchResultType;)I+126
j  org.apache.kafka.storage.internals.log.AbstractIndex.smallestUpperBoundSlotFor(Ljava/nio/ByteBuffer;JLorg/apache/kafka/storage/internals/log/IndexSearchType;)I+8
 {code}
 

 

As per MappedByteBuffer documentation ([here|https://devdocs.io/openjdk~17/java.base/java/nio/mappedbytebuffer]):

All or part of a mapped byte buffer may become inaccessible at any time, for example if the mapped file is truncated. An attempt to access an inaccessible region of a mapped byte buffer will not change the buffer's content and will cause an unspecified exception to be thrown either at the time of the access or at some later time. It is therefore strongly recommended that appropriate precautions be taken to avoid the manipulation of a mapped file by this program, or by a concurrently running program, except to read or write the file's content.",Resolved,Done,Bug,Major,Kamal Chandraprakash,Hasil Sharma,KAFKA,Kafka,,,,tiered-storage,
KAFKA-19012,13612360,2025-03-19T12:53:13.000+0000,2025-07-10T19:47:01.000+0000,,Messages ending up on the wrong topic,"We're experiencing messages very occasionally ending up on a different topic than what they were published to. That is, we publish a message to topicA and consumers of topicB see it and fail to parse it because the message contents are meant for topicA. This has happened for various topics. 

We've begun adding a header with the intended topic (which we get just by reading the topic from the record that we're about to pass to the OSS client) right before we call producer.send, this header shows the correct topic (which also matches up with the message contents itself). Similarly we're able to use this header and compare it to the actual topic to prevent consuming these misrouted messages, but this is still concerning.

Some details:
 - This happens rarely: it happened approximately once per 10 trillion messages for a few months, though there was a period of a week or so where it happened more frequently (once per 1 trillion messages or so)
 - It often happens in a small burst, eg 2 or 3 messages very close in time (but from different hosts) will be misrouted
 - It often but not always coincides with some sort of event in the cluster (a broker restarting or being replaced, network issues causing errors, etc). Also these cluster events happen quite often with no misrouted messages
 - We run many clusters, it has happened for several of them
 - There is no pattern between intended and actual topic, other than the intended topic tends to be higher volume ones (but I'd attribute that to there being more messages published -> more occurrences affecting it rather than it being more likely per-message)
 - It only occurs with clients that are using a non-zero linger
 - Once it happened with two sequential messages, both were intended for topicA but both ended up on topicB, published by the same host (presumably within the same linger batch)
 - Most of our clients are 3.2.3 and it has only affected those, most of our brokers are 3.2.3 but it has also happened with a cluster that's running 3.8.1 (but I suspect a client rather than broker problem because of it never happening with clients that use 0 linger)",In Progress,In Progress,Bug,Blocker,Kirk True,Donny Nadolny,KAFKA,Kafka,,,"clients,producer ",,
KAFKA-18913,13610455,2025-03-03T16:53:31.000+0000,2025-07-15T08:57:08.000+0000,,Consider removing state-updater feature flag,"We did enable the new StateUpdated thread with 3.8 release.

We should consider removing the internal feature flag {{__state.updater.enabled__}}, and drop the old code that restores state stores in the poll loop by the stream thread.

The entry point of the old restoration code is the following: https://github.com/apache/kafka/blob/138c2a211ad90e3966b01b99c4570df50ec48ea2/streams/src/main/java/org/apache/kafka/streams/processor/internals/StreamThread.java#L1100 
",In Progress,In Progress,Task,Blocker,Janindu Pathirana,Matthias J. Sax,KAFKA,Kafka,,,streams,,4.2.0
KAFKA-18884,13609990,2025-02-27T10:08:37.000+0000,2025-07-08T14:31:44.000+0000,,Move TransactionMetadata to transaction-coordinator module,as title,In Progress,In Progress,Sub-task,Minor,PoAn Yang,PoAn Yang,KAFKA,Kafka,,,,,
KAFKA-18879,13609963,2025-02-27T06:38:47.000+0000,2025-07-09T12:46:44.000+0000,2025-04-24T10:39:46.000+0000,Formatter for share group specific records in __consumer_offsets,,Resolved,Done,Sub-task,Major,Sushant Mahajan,Sushant Mahajan,KAFKA,Kafka,,,,,
KAFKA-18874,13609910,2025-02-26T16:29:11.000+0000,2025-07-15T03:51:55.000+0000,,KRaft controller does not retry registration if the first attempt times out,"There is a [retry mechanism|https://github.com/apache/kafka/blob/3.9.0/core/src/main/scala/kafka/server/ControllerRegistrationManager.scala#L274] with exponential backoff built-in in KRaft controller registration. The timeout of the first attempt is 5 s for KRaft controllers ([code|https://github.com/apache/kafka/blob/3.9.0/core/src/main/scala/kafka/server/ControllerServer.scala#L448]) which is not configurable.

If for some reason the controller's first registration request times out, the attempt should be retried but in practice this does not happen and the controller is not able to join the quorum. We see the following in the faulty controller's log:
{noformat}
2025-02-21 13:31:46,606 INFO [ControllerRegistrationManager id=3 incarnation=mEzjHheAQ_eDWejAFquGiw] sendControllerRegistration: attempting to send ControllerRegistrationRequestData(controllerId=3, incarnationId=mEzjHheAQ_eDWejAFquGiw, zkMigrationReady=true, listeners=[Listener(name='CONTROLPLANE-9090', host='kraft-rollback-kafka-controller-pool-3.kraft-rollback-kafka-kafka-brokers.csm-op-test-kraft-rollback-631e64ac.svc', port=9090, securityProtocol=1)], features=[Feature(name='kraft.version', minSupportedVersion=0, maxSupportedVersion=1), Feature(name='metadata.version', minSupportedVersion=1, maxSupportedVersion=21)]) (kafka.server.ControllerRegistrationManager) [controller-3-registration-manager-event-handler]
...
2025-02-21 13:31:51,627 ERROR [ControllerRegistrationManager id=3 incarnation=mEzjHheAQ_eDWejAFquGiw] RegistrationResponseHandler: channel manager timed out before sending the request. (kafka.server.ControllerRegistrationManager) [controller-3-to-controller-registration-channel-manager]
2025-02-21 13:31:51,726 INFO [ControllerRegistrationManager id=3 incarnation=mEzjHheAQ_eDWejAFquGiw] maybeSendControllerRegistration: waiting for the previous RPC to complete. (kafka.server.ControllerRegistrationManager) [controller-3-registration-manager-event-handler]
{noformat}
After this we can not see any controller retry in the log.",Open,To Do,Bug,Minor,,Daniel Fonai,KAFKA,Kafka,,,controller,,
KAFKA-18681,13606830,2025-01-30T21:19:08.000+0000,2025-07-11T17:29:06.000+0000,2025-07-11T17:29:06.000+0000,GetReplicaLogInfo request,Create the [GetReplicaLogInfo|https://cwiki.apache.org/confluence/display/KAFKA/KIP-966%3A+Eligible+Leader+Replicas#KIP966:EligibleLeaderReplicas-GetReplicaLogInfoRequest(ComingwithUncleanRecovery)] which is required to implement any unclean-election strategy.,Resolved,Done,Sub-task,Major,Jonah Hooper,Jonah Hooper,KAFKA,Kafka,604800.0,,,Phase-2,
KAFKA-18524,13604923,2025-01-14T20:51:20.000+0000,2025-07-09T12:46:58.000+0000,2025-02-18T16:29:21.000+0000,Fix flaky RemoteIndexCacheTest#testCorrectnessForCacheAndIndexFilesWhenResizeCache,org.opentest4j.AssertionFailedError: Failed to mark evicted cache entry for cleanup after resizing cache. at app//org.junit.jupiter.api.AssertionUtils.fail(AssertionUtils.java:38) at app//org.junit.jupiter.api.Assertions.fail(Assertions.java:138) at app//kafka.log.remote.RemoteIndexCacheTest.verifyEntryIsEvicted$1(RemoteIndexCacheTest.scala:560) at app//kafka.log.remote.RemoteIndexCacheTest.testCorrectnessForCacheAndIndexFilesWhenResizeCache(RemoteIndexCacheTest.scala:625) at java.base@17.0.13/java.lang.reflect.Method.invoke(Method.java:569) at java.base@17.0.13/java.util.ArrayList.forEach(ArrayList.java:1511) at java.base@17.0.13/java.util.ArrayList.forEach(ArrayList.java:1511),Resolved,Done,Bug,Major,Chia-Ping Tsai,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-18404,13603877,2025-01-06T06:50:41.000+0000,2025-07-10T11:36:32.000+0000,2025-01-13T13:57:54.000+0000,Remove partitionMaxBytes from DelayedShareFetch ,,Resolved,Done,Sub-task,Major,Abhinav Dixit,Abhinav Dixit,KAFKA,Kafka,,,,,4.1.0
KAFKA-18379,13603450,2024-12-30T19:20:53.000+0000,2025-07-10T03:33:02.000+0000,,Enforce resigned cannot transition to any other state in same epoch,,Open,To Do,Improvement,Major,TengYao Chi,Alyssa Huang,KAFKA,Kafka,,,,,
KAFKA-18336,13602894,2024-12-20T20:18:02.000+0000,2025-07-15T08:18:45.000+0000,,Improve jmh tests on ACL in AuthorizerBenchmark and StandardAuthorizerUpdateBenchmark,"Now AuthorizerBenchmark benchmarks don't return result and result doesn't wrap in Blackhole.

Compiler can eliminate returned value and benchmark would be incorrect

 

StandardAuthorizerUpdateBenchmark has a big error
For example
Benchmark                                                                            (aclCount)  Mode  Cnt  Score   Error  Units
StandardAuthorizerUpdateBenchmark.testAddAcl       25000  avgt   10  5.425 ± 1.723  ms/op",Patch Available,In Progress,Test,Minor,,Evgeny Kuvardin,KAFKA,Kafka,,,system tests,,
KAFKA-18297,13602519,2024-12-18T06:46:45.000+0000,2025-07-09T12:47:09.000+0000,2025-02-13T23:34:10.000+0000,Fix flaky PlaintextAdminIntegrationTest.testConsumerGroups,,Resolved,Done,Bug,Major,Yu-Lin Chen,Chia-Ping Tsai,KAFKA,Kafka,,,"clients,consumer","flaky-test,integration-test,kip-848-client-support",
KAFKA-18288,13602478,2024-12-17T18:12:32.000+0000,2025-07-08T13:29:00.000+0000,2025-04-30T06:30:49.000+0000,Add support kafka-streams-groups.sh --describe,"Implement --describe and its options: (--state, --offset, --members and the combination of them with --verbose)

 

This is implemented in the kip1071 feature branch already and needs to be ported to trunk.",Resolved,Done,Sub-task,Major,Alieh Saeedi,Lucas Brutschy,KAFKA,Kafka,,,streams,,
KAFKA-18220,13601836,2024-12-12T13:19:01.000+0000,2025-07-15T10:58:06.000+0000,,Refactor AsyncConsumerMetrics so they are appropriate for share consumers,This is a follow-on from [https://github.com/apache/kafka/pull/17199|https://github.com/apache/kafka/pull/17199].,Open,To Do,Sub-task,Major,Shivsundar R,Andrew Schofield,KAFKA,Kafka,,,,,
KAFKA-18201,13601607,2024-12-10T20:40:14.000+0000,2025-07-14T03:54:13.000+0000,,testGroupMetadataMessageFormatter fails for new consumer protocol,"This fails when the new protocol/consumer are used, with java.lang.NullPointerException: Cannot invoke ""com.fasterxml.jackson.databind.JsonNode.get(String)"" because ""keyNode"" is null

Not sure if it's a bug that needs fixing or if the test needs to be updated to successfully run with group.protocol=CONSUMER",In Progress,In Progress,Bug,Major,PoAn Yang,Lianet Magrans,KAFKA,Kafka,,,,,
KAFKA-18157,13600890,2024-12-04T14:50:27.000+0000,2025-07-08T07:13:27.000+0000,,Consider UnsupportedVersionException child class to represent the case of unsupported fields,"[https://github.com/apache/kafka/pull/17989#discussion_r1869333289] 

 

Adding more pointers, I expect that when the Unsupported exceptions is due to fields validation it comes from building the request on [https://github.com/apache/kafka/blob/f60382bf21601b1c6708d094fadb13de59a77278/clients/src/main/java/org/apache/kafka/clients/NetworkClient.java#L582] , vs when it happens because the API is not supported, it should be detected when checking the usable version on [https://github.com/apache/kafka/blob/81447c7c9543d56e2fce76b861d3918d4cac6a2a/clients/src/main/java/org/apache/kafka/clients/NodeApiVersions.java#L155] ",Open,To Do,Improvement,Minor,TengYao Chi,Lianet Magrans,KAFKA,Kafka,,,clients,,
KAFKA-18120,13600375,2024-11-29T09:20:28.000+0000,2025-07-09T12:49:39.000+0000,2025-07-09T12:49:27.000+0000,KIP-891: Support for multiple versions of connect plugins.,"Jira to track implementation of KIP-891 [KIP-891: Running multiple versions of Connector plugins - Apache Kafka - Apache Software Foundation|https://cwiki.apache.org/confluence/display/KAFKA/KIP-891%3A+Running+multiple+versions+of+Connector+plugins]

 ",Resolved,Done,New Feature,Major,Snehashis Pal,Snehashis Pal,KAFKA,Kafka,,,connect,,4.1.0
KAFKA-18105,13600222,2024-11-27T19:02:24.000+0000,2025-07-13T09:34:01.000+0000,,Fix flaky PlaintextAdminIntegrationTest#testElectPreferredLeaders,org.opentest4j.AssertionFailedError: Timed out waiting for leader to become Some(0). Last metadata lookup returned leader = Some(1) ==> expected: <true> but was: <false>,Open,To Do,Bug,Major,Chang Chi Hsu,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-17853,13596351,2024-10-22T16:04:59.000+0000,2025-07-15T13:10:56.000+0000,,Console share consumer is not terminated immediately,"Even when share groups is not enabled , if pressed ctrl+c, then client doesn't immediately shutsdown.

 
{code:java}
./bin/kafka-console-share-consumer.sh --bootstrap-server localhost:9092 --topic T1 --group SG1 --consumer-property client.id=share-consumer-2
[2024-10-22 17:01:07,958] ERROR [ShareConsumer clientId=share-consumer-2, groupId=SG1] ShareGroupHeartbeatRequest failed due to fatal error: The node does not support SHARE_GROUP_HEARTBEAT (org.apache.kafka.clients.consumer.internals.ShareHeartbeatRequestManager)
[2024-10-22 17:01:07,958] ERROR [ShareConsumer clientId=share-consumer-2, groupId=SG1] Member <no ID> with epoch 0 transitioned to fatal state (org.apache.kafka.clients.consumer.internals.ShareMembershipManager)
[2024-10-22 17:01:12,763] ERROR Error processing message, terminating consumer process:  (org.apache.kafka.tools.consumer.ConsoleShareConsumer)
org.apache.kafka.common.errors.UnsupportedVersionException: The node does not support SHARE_GROUP_HEARTBEAT
^C^C

Processed a total of 0 messages
  {code}",Reopened,To Do,Sub-task,Major,Shivsundar R,Apoorv Mittal,KAFKA,Kafka,,,,,
KAFKA-17715,13594561,2024-10-07T23:13:14.000+0000,2025-07-09T09:08:01.000+0000,,Remove `force_use_zk_connection` from e2e,"Since no E2E tests are using the argument, we should remove it.",Open,To Do,Bug,Major,Ming-Yen Chung,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-17601,13593099,2024-09-24T14:05:30.000+0000,2025-07-10T00:34:32.000+0000,,Inter-broker connections do not expose their clientSoftwareName and clientSoftwareVersion tags,"[KIP-511|[https://cwiki.apache.org/confluence/display/KAFKA/KIP-511%3A+Collect+and+Expose+Client%27s+Name+and+Version+in+the+Brokers]] made it possible to see what library versions are used by the Kafka clients.

When Kafka brokers are connecting to other brokers this information is not properly populated, we see the ""unknown"" value instead for both `ClientSoftwareName` and `ClientSoftwareVersion`.",In Progress,In Progress,Bug,Minor,PoAn Yang,Tamas Kornai,KAFKA,Kafka,,,,,
KAFKA-17444,13590512,2024-08-30T02:33:44.000+0000,2025-07-13T03:52:12.000+0000,,High memory allocation rate for FetchSession.update ,"!image-2024-08-30-10-34-33-011.png|width=757,height=241!

when single node 7w fetch qps, 1000+ consumer fetch connection the touch compare logic will consume a lot memory allocate 8%.",Open,To Do,Improvement,Major,,jinlong wang,KAFKA,Kafka,,,core,,
